#    L    TxT            TxE            TxP            ExT            ExE            ExP            PxT            PxE            PxP         
   175   0.374632E+04  -0.281999E+02   0.139987E-03  -0.281999E+02   0.684933E+00  -0.455553E-06   0.139987E-03  -0.455553E-06   0.737748E-07
   176   0.376324E+04  -0.275709E+02   0.138742E-03  -0.275709E+02   0.674257E+00  -0.449990E-06   0.138742E-03  -0.449990E-06   0.732618E-07
   177   0.377980E+04  -0.269199E+02   0.137509E-03  -0.269199E+02   0.663713E+00  -0.444539E-06   0.137509E-03  -0.444539E-06   0.727530E-07
   178   0.379594E+04  -0.262456E+02   0.136287E-03  -0.262456E+02   0.653526E+00  -0.439179E-06   0.136287E-03  -0.439179E-06   0.722484E-07
   179   0.381166E+04  -0.255481E+02   0.135075E-03  -0.255481E+02   0.643401E+00  -0.433891E-06   0.135075E-03  -0.433891E-06   0.717479E-07
   180   0.382712E+04  -0.248290E+02   0.133875E-03  -0.248290E+02   0.633561E+00  -0.428656E-06   0.133875E-03  -0.428656E-06   0.712515E-07
   181   0.384207E+04  -0.240884E+02   0.132687E-03  -0.240884E+02   0.624011E+00  -0.423453E-06   0.132687E-03  -0.423453E-06   0.707591E-07
   182   0.385662E+04  -0.233250E+02   0.131509E-03  -0.233250E+02   0.614825E+00  -0.418263E-06   0.131509E-03  -0.418263E-06   0.702708E-07
   183   0.387068E+04  -0.225403E+02   0.130342E-03  -0.225403E+02   0.605931E+00  -0.413067E-06   0.130342E-03  -0.413067E-06   0.697866E-07
   184   0.388439E+04  -0.217338E+02   0.129186E-03  -0.217338E+02   0.597405E+00  -0.407844E-06   0.129186E-03  -0.407844E-06   0.693063E-07
   185   0.389771E+04  -0.209078E+02   0.128040E-03  -0.209078E+02   0.589398E+00  -0.402575E-06   0.128040E-03  -0.402575E-06   0.688299E-07
   186   0.391024E+04  -0.200594E+02   0.126906E-03  -0.200594E+02   0.581772E+00  -0.397241E-06   0.126906E-03  -0.397241E-06   0.683574E-07
   187   0.392266E+04  -0.191903E+02   0.125783E-03  -0.191903E+02   0.574667E+00  -0.391821E-06   0.125783E-03  -0.391821E-06   0.678889E-07
   188   0.393461E+04  -0.183020E+02   0.124670E-03  -0.183020E+02   0.568073E+00  -0.386296E-06   0.124670E-03  -0.386296E-06   0.674242E-07
   189   0.394600E+04  -0.173932E+02   0.123568E-03  -0.173932E+02   0.562028E+00  -0.380647E-06   0.123568E-03  -0.380647E-06   0.669633E-07
   190   0.395730E+04  -0.164663E+02   0.122476E-03  -0.164663E+02   0.556585E+00  -0.374853E-06   0.122476E-03  -0.374853E-06   0.665062E-07
   191   0.396774E+04  -0.155184E+02   0.121395E-03  -0.155184E+02   0.551770E+00  -0.368896E-06   0.121395E-03  -0.368896E-06   0.660528E-07
   192   0.397787E+04  -0.145518E+02   0.120325E-03  -0.145518E+02   0.547606E+00  -0.362755E-06   0.120325E-03  -0.362755E-06   0.656032E-07
   193   0.398746E+04  -0.135682E+02   0.119265E-03  -0.135682E+02   0.544140E+00  -0.356410E-06   0.119265E-03  -0.356410E-06   0.651573E-07
   194   0.399673E+04  -0.125654E+02   0.118215E-03  -0.125654E+02   0.541403E+00  -0.349843E-06   0.118215E-03  -0.349843E-06   0.647150E-07
   195   0.400546E+04  -0.115457E+02   0.117176E-03  -0.115457E+02   0.539435E+00  -0.343033E-06   0.117176E-03  -0.343033E-06   0.642764E-07
   196   0.401365E+04  -0.105087E+02   0.116148E-03  -0.105087E+02   0.538274E+00  -0.335960E-06   0.116148E-03  -0.335960E-06   0.638413E-07
   197   0.402146E+04  -0.945584E+01   0.115129E-03  -0.945584E+01   0.537967E+00  -0.328606E-06   0.115129E-03  -0.328606E-06   0.634099E-07
   198   0.402881E+04  -0.838653E+01   0.114121E-03  -0.838653E+01   0.538539E+00  -0.320950E-06   0.114121E-03  -0.320950E-06   0.629819E-07
   199   0.403570E+04  -0.730165E+01   0.113123E-03  -0.730165E+01   0.540028E+00  -0.312973E-06   0.113123E-03  -0.312973E-06   0.625575E-07
   200   0.404214E+04  -0.620204E+01   0.112135E-03  -0.620204E+01   0.542466E+00  -0.304655E-06   0.112135E-03  -0.304655E-06   0.621366E-07
   201   0.404806E+04  -0.508707E+01   0.111158E-03  -0.508707E+01   0.545913E+00  -0.295982E-06   0.111158E-03  -0.295982E-06   0.617191E-07
   202   0.405352E+04  -0.395825E+01   0.110190E-03  -0.395825E+01   0.550367E+00  -0.286956E-06   0.110190E-03  -0.286956E-06   0.613050E-07
   203   0.405846E+04  -0.281482E+01   0.109232E-03  -0.281482E+01   0.555878E+00  -0.277589E-06   0.109232E-03  -0.277589E-06   0.608943E-07
   204   0.406280E+04  -0.165975E+01   0.108284E-03  -0.165975E+01   0.562459E+00  -0.267889E-06   0.108284E-03  -0.267889E-06   0.604870E-07
   205   0.406670E+04  -0.490817E+00   0.107346E-03  -0.490817E+00   0.570143E+00  -0.257864E-06   0.107346E-03  -0.257864E-06   0.600830E-07
   206   0.407001E+04   0.690734E+00   0.106417E-03   0.690734E+00   0.578959E+00  -0.247525E-06   0.106417E-03  -0.247525E-06   0.596823E-07
   207   0.407288E+04   0.188446E+01   0.105497E-03   0.188446E+01   0.588917E+00  -0.236881E-06   0.105497E-03  -0.236881E-06   0.592850E-07
   208   0.407508E+04   0.308983E+01   0.104587E-03   0.308983E+01   0.600060E+00  -0.225940E-06   0.104587E-03  -0.225940E-06   0.588909E-07
   209   0.407678E+04   0.430650E+01   0.103686E-03   0.430650E+01   0.612400E+00  -0.214712E-06   0.103686E-03  -0.214712E-06   0.585000E-07
   210   0.407796E+04   0.553357E+01   0.102794E-03   0.553357E+01   0.625980E+00  -0.203206E-06   0.102794E-03  -0.203206E-06   0.581124E-07
   211   0.407864E+04   0.677099E+01   0.101911E-03   0.677099E+01   0.640818E+00  -0.191431E-06   0.101911E-03  -0.191431E-06   0.577279E-07
   212   0.407866E+04   0.801782E+01   0.101037E-03   0.801782E+01   0.656934E+00  -0.179397E-06   0.101037E-03  -0.179397E-06   0.573467E-07
   213   0.407826E+04   0.927412E+01   0.100172E-03   0.927412E+01   0.674363E+00  -0.167112E-06   0.100172E-03  -0.167112E-06   0.569686E-07
   214   0.407728E+04   0.105387E+02   0.993148E-04   0.105387E+02   0.693087E+00  -0.154585E-06   0.993148E-04  -0.154585E-06   0.565936E-07
   215   0.407580E+04   0.118108E+02   0.984664E-04   0.118108E+02   0.713290E+00  -0.141827E-06   0.984664E-04  -0.141827E-06   0.562216E-07
   216   0.407375E+04   0.130909E+02   0.976265E-04   0.130909E+02   0.734775E+00  -0.128846E-06   0.976265E-04  -0.128846E-06   0.558528E-07
   217   0.407128E+04   0.143771E+02   0.967948E-04   0.143771E+02   0.757689E+00  -0.115651E-06   0.967948E-04  -0.115651E-06   0.554870E-07
   218   0.406824E+04   0.156696E+02   0.959712E-04   0.156696E+02   0.782020E+00  -0.102251E-06   0.959712E-04  -0.102251E-06   0.551243E-07
   219   0.406470E+04   0.169693E+02   0.951557E-04   0.169693E+02   0.807761E+00  -0.886557E-07   0.951557E-04  -0.886557E-07   0.547645E-07
   220   0.406068E+04   0.182718E+02   0.943480E-04   0.182718E+02   0.835048E+00  -0.748744E-07   0.943480E-04  -0.748744E-07   0.544077E-07
   221   0.405617E+04   0.195793E+02   0.935482E-04   0.195793E+02   0.863797E+00  -0.609160E-07   0.935482E-04  -0.609160E-07   0.540538E-07
   222   0.405118E+04   0.208904E+02   0.927560E-04   0.208904E+02   0.894147E+00  -0.467896E-07   0.927560E-04  -0.467896E-07   0.537029E-07
   223   0.404555E+04   0.222058E+02   0.919714E-04   0.222058E+02   0.926014E+00  -0.325046E-07   0.919714E-04  -0.325046E-07   0.533549E-07
   224   0.403959E+04   0.235218E+02   0.911942E-04   0.235218E+02   0.959387E+00  -0.180700E-07   0.911942E-04  -0.180700E-07   0.530097E-07
   225   0.403307E+04   0.248413E+02   0.904244E-04   0.248413E+02   0.994405E+00  -0.349509E-08   0.904244E-04  -0.349509E-08   0.526674E-07
   226   0.402608E+04   0.261607E+02   0.896617E-04   0.261607E+02   0.103106E+01   0.112110E-07   0.896617E-04   0.112110E-07   0.523279E-07
   227   0.401854E+04   0.274814E+02   0.889062E-04   0.274814E+02   0.106933E+01   0.260392E-07   0.889062E-04   0.260392E-07   0.519912E-07
   228   0.401059E+04   0.288020E+02   0.881576E-04   0.288020E+02   0.110923E+01   0.409802E-07   0.881576E-04   0.409802E-07   0.516573E-07
   229   0.400218E+04   0.301210E+02   0.874159E-04   0.301210E+02   0.115080E+01   0.560249E-07   0.874159E-04   0.560249E-07   0.513261E-07
   230   0.399322E+04   0.314391E+02   0.866809E-04   0.314391E+02   0.119404E+01   0.711640E-07   0.866809E-04   0.711640E-07   0.509976E-07
   231   0.398371E+04   0.327555E+02   0.859526E-04   0.327555E+02   0.123901E+01   0.863885E-07   0.859526E-04   0.863885E-07   0.506719E-07
   232   0.397382E+04   0.340689E+02   0.852307E-04   0.340689E+02   0.128563E+01   0.101689E-06   0.852307E-04   0.101689E-06   0.503488E-07
   233   0.396346E+04   0.353777E+02   0.845153E-04   0.353777E+02   0.133411E+01   0.117057E-06   0.845153E-04   0.117057E-06   0.500284E-07
   234   0.395249E+04   0.366827E+02   0.838061E-04   0.366827E+02   0.138430E+01   0.132482E-06   0.838061E-04   0.132482E-06   0.497105E-07
   235   0.394113E+04   0.379824E+02   0.831032E-04   0.379824E+02   0.143625E+01   0.147956E-06   0.831032E-04   0.147956E-06   0.493953E-07
   236   0.392925E+04   0.392767E+02   0.824062E-04   0.392767E+02   0.148996E+01   0.163469E-06   0.824062E-04   0.163469E-06   0.490827E-07
   237   0.391690E+04   0.405643E+02   0.817152E-04   0.405643E+02   0.154549E+01   0.179013E-06   0.817152E-04   0.179013E-06   0.487726E-07
   238   0.390410E+04   0.418451E+02   0.810300E-04   0.418451E+02   0.160290E+01   0.194578E-06   0.810300E-04   0.194578E-06   0.484650E-07
   239   0.389092E+04   0.431184E+02   0.803505E-04   0.431184E+02   0.166205E+01   0.210155E-06   0.803505E-04   0.210155E-06   0.481600E-07
   240   0.387714E+04   0.443820E+02   0.796766E-04   0.443820E+02   0.172298E+01   0.225734E-06   0.796766E-04   0.225734E-06   0.478574E-07
   241   0.386307E+04   0.456365E+02   0.790082E-04   0.456365E+02   0.178584E+01   0.241307E-06   0.790082E-04   0.241307E-06   0.475572E-07
   242   0.384854E+04   0.468813E+02   0.783451E-04   0.468813E+02   0.185047E+01   0.256864E-06   0.783451E-04   0.256864E-06   0.472595E-07
   243   0.383357E+04   0.481149E+02   0.776872E-04   0.481149E+02   0.191701E+01   0.272397E-06   0.776872E-04   0.272397E-06   0.469642E-07
   244   0.381816E+04   0.493380E+02   0.770345E-04   0.493380E+02   0.198538E+01   0.287896E-06   0.770345E-04   0.287896E-06   0.466713E-07
   245   0.380231E+04   0.505477E+02   0.763867E-04   0.505477E+02   0.205563E+01   0.303351E-06   0.763867E-04   0.303351E-06   0.463807E-07
   246   0.378609E+04   0.517455E+02   0.757439E-04   0.517455E+02   0.212776E+01   0.318754E-06   0.757439E-04   0.318754E-06   0.460924E-07
   247   0.376951E+04   0.529290E+02   0.751058E-04   0.529290E+02   0.220169E+01   0.334096E-06   0.751058E-04   0.334096E-06   0.458064E-07
   248   0.375249E+04   0.540985E+02   0.744724E-04   0.540985E+02   0.227778E+01   0.349367E-06   0.744724E-04   0.349367E-06   0.455227E-07
   249   0.373519E+04   0.552530E+02   0.738435E-04   0.552530E+02   0.235548E+01   0.364558E-06   0.738435E-04   0.364558E-06   0.452413E-07
   250   0.371746E+04   0.563911E+02   0.732190E-04   0.563911E+02   0.243526E+01   0.379660E-06   0.732190E-04   0.379660E-06   0.449621E-07
   251   0.369944E+04   0.575136E+02   0.725989E-04   0.575136E+02   0.251678E+01   0.394666E-06   0.725989E-04   0.394666E-06   0.446851E-07
   252   0.368093E+04   0.586192E+02   0.719830E-04   0.586192E+02   0.260026E+01   0.409573E-06   0.719830E-04   0.409573E-06   0.444102E-07
   253   0.366228E+04   0.597067E+02   0.713714E-04   0.597067E+02   0.268547E+01   0.424381E-06   0.713714E-04   0.424381E-06   0.441376E-07
   254   0.364320E+04   0.607762E+02   0.707640E-04   0.607762E+02   0.277268E+01   0.439090E-06   0.707640E-04   0.439090E-06   0.438671E-07
   255   0.362377E+04   0.618281E+02   0.701607E-04   0.618281E+02   0.286157E+01   0.453700E-06   0.701607E-04   0.453700E-06   0.435987E-07
   256   0.360406E+04   0.628624E+02   0.695617E-04   0.628624E+02   0.295251E+01   0.468210E-06   0.695617E-04   0.468210E-06   0.433324E-07
   257   0.358406E+04   0.638713E+02   0.689667E-04   0.638713E+02   0.304503E+01   0.482620E-06   0.689667E-04   0.482620E-06   0.430683E-07
   258   0.356371E+04   0.648677E+02   0.683759E-04   0.648677E+02   0.313949E+01   0.496930E-06   0.683759E-04   0.496930E-06   0.428062E-07
   259   0.354308E+04   0.658368E+02   0.677891E-04   0.658368E+02   0.323572E+01   0.511140E-06   0.677891E-04   0.511140E-06   0.425462E-07
   260   0.352225E+04   0.667938E+02   0.672063E-04   0.667938E+02   0.333371E+01   0.525248E-06   0.672063E-04   0.525248E-06   0.422882E-07
   261   0.350105E+04   0.677167E+02   0.666276E-04   0.677167E+02   0.343336E+01   0.539256E-06   0.666276E-04   0.539256E-06   0.420323E-07
   262   0.347951E+04   0.686278E+02   0.660528E-04   0.686278E+02   0.353489E+01   0.553162E-06   0.660528E-04   0.553162E-06   0.417784E-07
   263   0.345798E+04   0.695201E+02   0.654819E-04   0.695201E+02   0.363804E+01   0.566966E-06   0.654819E-04   0.566966E-06   0.415265E-07
   264   0.343602E+04   0.703863E+02   0.649150E-04   0.703863E+02   0.374289E+01   0.580669E-06   0.649150E-04   0.580669E-06   0.412766E-07
   265   0.341370E+04   0.712192E+02   0.643519E-04   0.712192E+02   0.384934E+01   0.594269E-06   0.643519E-04   0.594269E-06   0.410286E-07
   266   0.339126E+04   0.720413E+02   0.637927E-04   0.720413E+02   0.395759E+01   0.607767E-06   0.637927E-04   0.607767E-06   0.407826E-07
   267   0.336846E+04   0.728306E+02   0.632373E-04   0.728306E+02   0.406726E+01   0.621162E-06   0.632373E-04   0.621162E-06   0.405386E-07
   268   0.334545E+04   0.736022E+02   0.626857E-04   0.736022E+02   0.417871E+01   0.634453E-06   0.626857E-04   0.634453E-06   0.402964E-07
   269   0.332209E+04   0.743488E+02   0.621379E-04   0.743488E+02   0.429161E+01   0.647641E-06   0.621379E-04   0.647641E-06   0.400561E-07
   270   0.329867E+04   0.750706E+02   0.615937E-04   0.750706E+02   0.440604E+01   0.660726E-06   0.615937E-04   0.660726E-06   0.398178E-07
   271   0.327497E+04   0.757680E+02   0.610533E-04   0.757680E+02   0.452189E+01   0.673706E-06   0.610533E-04   0.673706E-06   0.395813E-07
   272   0.325121E+04   0.764336E+02   0.605166E-04   0.764336E+02   0.463945E+01   0.686583E-06   0.605166E-04   0.686583E-06   0.393466E-07
   273   0.322717E+04   0.770826E+02   0.599834E-04   0.770826E+02   0.475811E+01   0.699354E-06   0.599834E-04   0.699354E-06   0.391138E-07
   274   0.320300E+04   0.776930E+02   0.594539E-04   0.776930E+02   0.487844E+01   0.712021E-06   0.594539E-04   0.712021E-06   0.388828E-07
   275   0.317862E+04   0.782871E+02   0.589280E-04   0.782871E+02   0.499991E+01   0.724582E-06   0.589280E-04   0.724582E-06   0.386536E-07
   276   0.315419E+04   0.788430E+02   0.584056E-04   0.788430E+02   0.512273E+01   0.737038E-06   0.584056E-04   0.737038E-06   0.384261E-07
   277   0.312947E+04   0.793832E+02   0.578867E-04   0.793832E+02   0.524688E+01   0.749389E-06   0.578867E-04   0.749389E-06   0.382005E-07
   278   0.310470E+04   0.798856E+02   0.573713E-04   0.798856E+02   0.537227E+01   0.761633E-06   0.573713E-04   0.761633E-06   0.379766E-07
   279   0.307979E+04   0.803579E+02   0.568593E-04   0.803579E+02   0.549881E+01   0.773771E-06   0.568593E-04   0.773771E-06   0.377544E-07
   280   0.305475E+04   0.808151E+02   0.563508E-04   0.808151E+02   0.562648E+01   0.785802E-06   0.563508E-04   0.785802E-06   0.375339E-07
   281   0.302973E+04   0.812352E+02   0.558456E-04   0.812352E+02   0.575533E+01   0.797726E-06   0.558456E-04   0.797726E-06   0.373151E-07
   282   0.300443E+04   0.816259E+02   0.553439E-04   0.816259E+02   0.588507E+01   0.809543E-06   0.553439E-04   0.809543E-06   0.370981E-07
   283   0.297914E+04   0.819873E+02   0.548454E-04   0.819873E+02   0.601589E+01   0.821253E-06   0.548454E-04   0.821253E-06   0.368826E-07
   284   0.295380E+04   0.823197E+02   0.543503E-04   0.823197E+02   0.614770E+01   0.832854E-06   0.543503E-04   0.832854E-06   0.366689E-07
   285   0.292840E+04   0.826234E+02   0.538584E-04   0.826234E+02   0.628049E+01   0.844348E-06   0.538584E-04   0.844348E-06   0.364567E-07
   286   0.290287E+04   0.828910E+02   0.533697E-04   0.828910E+02   0.641409E+01   0.855733E-06   0.533697E-04   0.855733E-06   0.362462E-07
   287   0.287728E+04   0.831377E+02   0.528843E-04   0.831377E+02   0.654848E+01   0.867010E-06   0.528843E-04   0.867010E-06   0.360373E-07
   288   0.285170E+04   0.833489E+02   0.524021E-04   0.833489E+02   0.668366E+01   0.878177E-06   0.524021E-04   0.878177E-06   0.358299E-07
   289   0.282607E+04   0.835323E+02   0.519229E-04   0.835323E+02   0.681952E+01   0.889236E-06   0.519229E-04   0.889236E-06   0.356241E-07
   290   0.280045E+04   0.836879E+02   0.514470E-04   0.836879E+02   0.695590E+01   0.900184E-06   0.514470E-04   0.900184E-06   0.354199E-07
   291   0.277486E+04   0.838013E+02   0.509740E-04   0.838013E+02   0.709354E+01   0.911023E-06   0.509740E-04   0.911023E-06   0.352172E-07
   292   0.274898E+04   0.838949E+02   0.505042E-04   0.838949E+02   0.723129E+01   0.921752E-06   0.505042E-04   0.921752E-06   0.350160E-07
   293   0.272341E+04   0.839467E+02   0.500374E-04   0.839467E+02   0.736878E+01   0.932370E-06   0.500374E-04   0.932370E-06   0.348163E-07
   294   0.269771E+04   0.839791E+02   0.495735E-04   0.839791E+02   0.750746E+01   0.942878E-06   0.495735E-04   0.942878E-06   0.346181E-07
   295   0.267226E+04   0.839701E+02   0.491127E-04   0.839701E+02   0.764585E+01   0.953275E-06   0.491127E-04   0.953275E-06   0.344213E-07
   296   0.264667E+04   0.839349E+02   0.486547E-04   0.839349E+02   0.778540E+01   0.963560E-06   0.486547E-04   0.963560E-06   0.342260E-07
   297   0.262117E+04   0.838735E+02   0.481997E-04   0.838735E+02   0.792388E+01   0.973734E-06   0.481997E-04   0.973734E-06   0.340322E-07
   298   0.259561E+04   0.837715E+02   0.477476E-04   0.837715E+02   0.806349E+01   0.983795E-06   0.477476E-04   0.983795E-06   0.338397E-07
   299   0.257022E+04   0.836364E+02   0.472983E-04   0.836364E+02   0.820348E+01   0.993745E-06   0.472983E-04   0.993745E-06   0.336486E-07
   300   0.254484E+04   0.834684E+02   0.468518E-04   0.834684E+02   0.834234E+01   0.100358E-05   0.468518E-04   0.100358E-05   0.334589E-07
   301   0.251956E+04   0.832753E+02   0.464080E-04   0.832753E+02   0.848155E+01   0.101331E-05   0.464080E-04   0.101331E-05   0.332706E-07
   302   0.249443E+04   0.830572E+02   0.459671E-04   0.830572E+02   0.862038E+01   0.102291E-05   0.459671E-04   0.102291E-05   0.330837E-07
   303   0.246940E+04   0.827997E+02   0.455290E-04   0.827997E+02   0.875956E+01   0.103241E-05   0.455290E-04   0.103241E-05   0.328980E-07
   304   0.244444E+04   0.825028E+02   0.450938E-04   0.825028E+02   0.889911E+01   0.104177E-05   0.450938E-04   0.104177E-05   0.327138E-07
   305   0.241964E+04   0.821818E+02   0.446614E-04   0.821818E+02   0.903755E+01   0.105102E-05   0.446614E-04   0.105102E-05   0.325308E-07
   306   0.239491E+04   0.818294E+02   0.442318E-04   0.818294E+02   0.917564E+01   0.106014E-05   0.442318E-04   0.106014E-05   0.323491E-07
   307   0.237033E+04   0.814385E+02   0.438052E-04   0.814385E+02   0.931338E+01   0.106913E-05   0.438052E-04   0.106913E-05   0.321688E-07
   308   0.234589E+04   0.810317E+02   0.433815E-04   0.810317E+02   0.945227E+01   0.107799E-05   0.433815E-04   0.107799E-05   0.319898E-07
   309   0.232167E+04   0.805794E+02   0.429607E-04   0.805794E+02   0.958934E+01   0.108671E-05   0.429607E-04   0.108671E-05   0.318120E-07
   310   0.229751E+04   0.801042E+02   0.425428E-04   0.801042E+02   0.972535E+01   0.109530E-05   0.425428E-04   0.109530E-05   0.316355E-07
   311   0.227357E+04   0.795915E+02   0.421279E-04   0.795915E+02   0.986253E+01   0.110375E-05   0.421279E-04   0.110375E-05   0.314603E-07
   312   0.224982E+04   0.790564E+02   0.417160E-04   0.790564E+02   0.999792E+01   0.111205E-05   0.417160E-04   0.111205E-05   0.312863E-07
   313   0.222621E+04   0.784843E+02   0.413071E-04   0.784843E+02   0.101330E+02   0.112021E-05   0.413071E-04   0.112021E-05   0.311136E-07
   314   0.220280E+04   0.778904E+02   0.409012E-04   0.778904E+02   0.102678E+02   0.112822E-05   0.409012E-04   0.112822E-05   0.309421E-07
   315   0.217958E+04   0.772599E+02   0.404984E-04   0.772599E+02   0.104009E+02   0.113608E-05   0.404984E-04   0.113608E-05   0.307718E-07
   316   0.215656E+04   0.766006E+02   0.400986E-04   0.766006E+02   0.105336E+02   0.114378E-05   0.400986E-04   0.114378E-05   0.306028E-07
   317   0.213372E+04   0.759128E+02   0.397018E-04   0.759128E+02   0.106647E+02   0.115133E-05   0.397018E-04   0.115133E-05   0.304350E-07
   318   0.211108E+04   0.751967E+02   0.393082E-04   0.751967E+02   0.107962E+02   0.115872E-05   0.393082E-04   0.115872E-05   0.302683E-07
