#    L    TxT            TxE            TxP            ExT            ExE            ExP            PxT            PxE            PxP         
  3400   0.549687E+01  -0.369061E+00   0.115868E-06  -0.369061E+00   0.178265E+00   0.267510E-10   0.115868E-06   0.267510E-10   0.804292E-10
  3401   0.548727E+01  -0.366386E+00   0.115846E-06  -0.366386E+00   0.177081E+00   0.102712E-10   0.115846E-06   0.102712E-10   0.803549E-10
  3402   0.547753E+01  -0.363694E+00   0.115824E-06  -0.363694E+00   0.175904E+00  -0.610524E-11   0.115824E-06  -0.610524E-11   0.802808E-10
  3403   0.546616E+01  -0.360963E+00   0.115803E-06  -0.360963E+00   0.174742E+00  -0.223771E-10   0.115803E-06  -0.223771E-10   0.802067E-10
  3404   0.545539E+01  -0.358210E+00   0.115782E-06  -0.358210E+00   0.173595E+00  -0.385431E-10   0.115782E-06  -0.385431E-10   0.801327E-10
  3405   0.544446E+01  -0.355443E+00   0.115762E-06  -0.355443E+00   0.172457E+00  -0.546023E-10   0.115762E-06  -0.546023E-10   0.800587E-10
  3406   0.543413E+01  -0.352648E+00   0.115742E-06  -0.352648E+00   0.171343E+00  -0.705533E-10   0.115742E-06  -0.705533E-10   0.799849E-10
  3407   0.542364E+01  -0.349835E+00   0.115723E-06  -0.349835E+00   0.170231E+00  -0.863950E-10   0.115723E-06  -0.863950E-10   0.799111E-10
  3408   0.541225E+01  -0.346998E+00   0.115704E-06  -0.346998E+00   0.169137E+00  -0.102126E-09   0.115704E-06  -0.102126E-09   0.798375E-10
  3409   0.540069E+01  -0.344152E+00   0.115685E-06  -0.344152E+00   0.168054E+00  -0.117746E-09   0.115685E-06  -0.117746E-09   0.797639E-10
  3410   0.538970E+01  -0.341291E+00   0.115667E-06  -0.341291E+00   0.166996E+00  -0.133252E-09   0.115667E-06  -0.133252E-09   0.796904E-10
  3411   0.537781E+01  -0.338409E+00   0.115649E-06  -0.338409E+00   0.165951E+00  -0.148645E-09   0.115649E-06  -0.148645E-09   0.796169E-10
  3412   0.536647E+01  -0.335508E+00   0.115631E-06  -0.335508E+00   0.164918E+00  -0.163923E-09   0.115631E-06  -0.163923E-09   0.795436E-10
  3413   0.535422E+01  -0.332611E+00   0.115614E-06  -0.332611E+00   0.163890E+00  -0.179084E-09   0.115614E-06  -0.179084E-09   0.794703E-10
  3414   0.534327E+01  -0.329712E+00   0.115597E-06  -0.329712E+00   0.162883E+00  -0.194127E-09   0.115597E-06  -0.194127E-09   0.793972E-10
  3415   0.533065E+01  -0.326798E+00   0.115580E-06  -0.326798E+00   0.161890E+00  -0.209052E-09   0.115580E-06  -0.209052E-09   0.793241E-10
  3416   0.531932E+01  -0.323869E+00   0.115564E-06  -0.323869E+00   0.160912E+00  -0.223857E-09   0.115564E-06  -0.223857E-09   0.792511E-10
  3417   0.530632E+01  -0.320950E+00   0.115548E-06  -0.320950E+00   0.159948E+00  -0.238541E-09   0.115548E-06  -0.238541E-09   0.791781E-10
  3418   0.529460E+01  -0.318026E+00   0.115532E-06  -0.318026E+00   0.159001E+00  -0.253102E-09   0.115532E-06  -0.253102E-09   0.791053E-10
  3419   0.528269E+01  -0.315092E+00   0.115516E-06  -0.315092E+00   0.158077E+00  -0.267540E-09   0.115516E-06  -0.267540E-09   0.790325E-10
  3420   0.526982E+01  -0.312164E+00   0.115501E-06  -0.312164E+00   0.157154E+00  -0.281854E-09   0.115501E-06  -0.281854E-09   0.789598E-10
  3421   0.525749E+01  -0.309235E+00   0.115486E-06  -0.309235E+00   0.156249E+00  -0.296041E-09   0.115486E-06  -0.296041E-09   0.788872E-10
  3422   0.524495E+01  -0.306315E+00   0.115471E-06  -0.306315E+00   0.155361E+00  -0.310102E-09   0.115471E-06  -0.310102E-09   0.788147E-10
  3423   0.523220E+01  -0.303390E+00   0.115456E-06  -0.303390E+00   0.154485E+00  -0.324034E-09   0.115456E-06  -0.324034E-09   0.787423E-10
  3424   0.521922E+01  -0.300476E+00   0.115442E-06  -0.300476E+00   0.153627E+00  -0.337837E-09   0.115442E-06  -0.337837E-09   0.786699E-10
  3425   0.520677E+01  -0.297567E+00   0.115427E-06  -0.297567E+00   0.152796E+00  -0.351510E-09   0.115427E-06  -0.351510E-09   0.785976E-10
  3426   0.519334E+01  -0.294656E+00   0.115413E-06  -0.294656E+00   0.151963E+00  -0.365051E-09   0.115413E-06  -0.365051E-09   0.785254E-10
  3427   0.518043E+01  -0.291761E+00   0.115399E-06  -0.291761E+00   0.151142E+00  -0.378459E-09   0.115399E-06  -0.378459E-09   0.784533E-10
  3428   0.516729E+01  -0.288874E+00   0.115385E-06  -0.288874E+00   0.150350E+00  -0.391732E-09   0.115385E-06  -0.391732E-09   0.783813E-10
  3429   0.515391E+01  -0.285998E+00   0.115371E-06  -0.285998E+00   0.149565E+00  -0.404871E-09   0.115371E-06  -0.404871E-09   0.783093E-10
  3430   0.513955E+01  -0.283133E+00   0.115358E-06  -0.283133E+00   0.148802E+00  -0.417873E-09   0.115358E-06  -0.417873E-09   0.782374E-10
  3431   0.512568E+01  -0.280280E+00   0.115344E-06  -0.280280E+00   0.148053E+00  -0.430737E-09   0.115344E-06  -0.430737E-09   0.781657E-10
  3432   0.511306E+01  -0.277427E+00   0.115331E-06  -0.277427E+00   0.147321E+00  -0.443463E-09   0.115331E-06  -0.443463E-09   0.780939E-10
  3433   0.509943E+01  -0.274604E+00   0.115318E-06  -0.274604E+00   0.146605E+00  -0.456049E-09   0.115318E-06  -0.456049E-09   0.780223E-10
  3434   0.508482E+01  -0.271798E+00   0.115304E-06  -0.271798E+00   0.145898E+00  -0.468493E-09   0.115304E-06  -0.468493E-09   0.779508E-10
  3435   0.507142E+01  -0.269002E+00   0.115291E-06  -0.269002E+00   0.145208E+00  -0.480796E-09   0.115291E-06  -0.480796E-09   0.778793E-10
  3436   0.505777E+01  -0.266218E+00   0.115278E-06  -0.266218E+00   0.144536E+00  -0.492954E-09   0.115278E-06  -0.492954E-09   0.778079E-10
  3437   0.504385E+01  -0.263455E+00   0.115265E-06  -0.263455E+00   0.143883E+00  -0.504968E-09   0.115265E-06  -0.504968E-09   0.777366E-10
  3438   0.502966E+01  -0.260706E+00   0.115252E-06  -0.260706E+00   0.143241E+00  -0.516836E-09   0.115252E-06  -0.516836E-09   0.776653E-10
  3439   0.501594E+01  -0.257995E+00   0.115239E-06  -0.257995E+00   0.142619E+00  -0.528557E-09   0.115239E-06  -0.528557E-09   0.775942E-10
  3440   0.500194E+01  -0.255287E+00   0.115226E-06  -0.255287E+00   0.142016E+00  -0.540130E-09   0.115226E-06  -0.540130E-09   0.775231E-10
  3441   0.498766E+01  -0.252604E+00   0.115212E-06  -0.252604E+00   0.141427E+00  -0.551554E-09   0.115212E-06  -0.551554E-09   0.774521E-10
  3442   0.497310E+01  -0.249940E+00   0.115199E-06  -0.249940E+00   0.140851E+00  -0.562826E-09   0.115199E-06  -0.562826E-09   0.773812E-10
  3443   0.495825E+01  -0.247291E+00   0.115186E-06  -0.247291E+00   0.140290E+00  -0.573947E-09   0.115186E-06  -0.573947E-09   0.773104E-10
  3444   0.494386E+01  -0.244663E+00   0.115173E-06  -0.244663E+00   0.139750E+00  -0.584915E-09   0.115173E-06  -0.584915E-09   0.772396E-10
  3445   0.492916E+01  -0.242074E+00   0.115160E-06  -0.242074E+00   0.139226E+00  -0.595729E-09   0.115160E-06  -0.595729E-09   0.771689E-10
  3446   0.491417E+01  -0.239503E+00   0.115146E-06  -0.239503E+00   0.138711E+00  -0.606388E-09   0.115146E-06  -0.606388E-09   0.770983E-10
  3447   0.489962E+01  -0.236950E+00   0.115133E-06  -0.236950E+00   0.138219E+00  -0.616890E-09   0.115133E-06  -0.616890E-09   0.770278E-10
  3448   0.488477E+01  -0.234417E+00   0.115119E-06  -0.234417E+00   0.137744E+00  -0.627234E-09   0.115119E-06  -0.627234E-09   0.769574E-10
  3449   0.487034E+01  -0.231921E+00   0.115105E-06  -0.231921E+00   0.137286E+00  -0.637420E-09   0.115105E-06  -0.637420E-09   0.768870E-10
  3450   0.485561E+01  -0.229432E+00   0.115092E-06  -0.229432E+00   0.136846E+00  -0.647446E-09   0.115092E-06  -0.647446E-09   0.768167E-10
  3451   0.483981E+01  -0.226990E+00   0.115078E-06  -0.226990E+00   0.136418E+00  -0.657310E-09   0.115078E-06  -0.657310E-09   0.767465E-10
  3452   0.482445E+01  -0.224566E+00   0.115064E-06  -0.224566E+00   0.136007E+00  -0.667014E-09   0.115064E-06  -0.667014E-09   0.766764E-10
  3453   0.481026E+01  -0.222169E+00   0.115049E-06  -0.222169E+00   0.135608E+00  -0.676557E-09   0.115049E-06  -0.676557E-09   0.766063E-10
  3454   0.479427E+01  -0.219793E+00   0.115035E-06  -0.219793E+00   0.135228E+00  -0.685939E-09   0.115035E-06  -0.685939E-09   0.765364E-10
  3455   0.477871E+01  -0.217448E+00   0.115020E-06  -0.217448E+00   0.134874E+00  -0.695161E-09   0.115020E-06  -0.695161E-09   0.764665E-10
  3456   0.476374E+01  -0.215134E+00   0.115006E-06  -0.215134E+00   0.134524E+00  -0.704223E-09   0.115006E-06  -0.704223E-09   0.763966E-10
  3457   0.474794E+01  -0.212847E+00   0.114991E-06  -0.212847E+00   0.134186E+00  -0.713126E-09   0.114991E-06  -0.713126E-09   0.763269E-10
  3458   0.473259E+01  -0.210587E+00   0.114976E-06  -0.210587E+00   0.133874E+00  -0.721869E-09   0.114976E-06  -0.721869E-09   0.762572E-10
  3459   0.471618E+01  -0.208364E+00   0.114960E-06  -0.208364E+00   0.133574E+00  -0.730453E-09   0.114960E-06  -0.730453E-09   0.761877E-10
  3460   0.470045E+01  -0.206172E+00   0.114945E-06  -0.206172E+00   0.133286E+00  -0.738878E-09   0.114945E-06  -0.738878E-09   0.761182E-10
  3461   0.468516E+01  -0.203998E+00   0.114929E-06  -0.203998E+00   0.133009E+00  -0.747144E-09   0.114929E-06  -0.747144E-09   0.760487E-10
  3462   0.466891E+01  -0.201872E+00   0.114913E-06  -0.201872E+00   0.132745E+00  -0.755252E-09   0.114913E-06  -0.755252E-09   0.759794E-10
  3463   0.465325E+01  -0.199775E+00   0.114897E-06  -0.199775E+00   0.132492E+00  -0.763201E-09   0.114897E-06  -0.763201E-09   0.759101E-10
  3464   0.463753E+01  -0.197715E+00   0.114881E-06  -0.197715E+00   0.132259E+00  -0.770993E-09   0.114881E-06  -0.770993E-09   0.758409E-10
  3465   0.462181E+01  -0.195678E+00   0.114864E-06  -0.195678E+00   0.132039E+00  -0.778627E-09   0.114864E-06  -0.778627E-09   0.757718E-10
  3466   0.460632E+01  -0.193668E+00   0.114847E-06  -0.193668E+00   0.131823E+00  -0.786103E-09   0.114847E-06  -0.786103E-09   0.757027E-10
  3467   0.459063E+01  -0.191707E+00   0.114830E-06  -0.191707E+00   0.131627E+00  -0.793422E-09   0.114830E-06  -0.793422E-09   0.756338E-10
  3468   0.457487E+01  -0.189775E+00   0.114813E-06  -0.189775E+00   0.131428E+00  -0.800585E-09   0.114813E-06  -0.800585E-09   0.755649E-10
  3469   0.455920E+01  -0.187880E+00   0.114795E-06  -0.187880E+00   0.131250E+00  -0.807590E-09   0.114795E-06  -0.807590E-09   0.754961E-10
  3470   0.454355E+01  -0.186032E+00   0.114777E-06  -0.186032E+00   0.131099E+00  -0.814440E-09   0.114777E-06  -0.814440E-09   0.754273E-10
  3471   0.452776E+01  -0.184203E+00   0.114759E-06  -0.184203E+00   0.130938E+00  -0.821133E-09   0.114759E-06  -0.821133E-09   0.753587E-10
  3472   0.451193E+01  -0.182417E+00   0.114741E-06  -0.182417E+00   0.130798E+00  -0.827670E-09   0.114741E-06  -0.827670E-09   0.752901E-10
  3473   0.449604E+01  -0.180659E+00   0.114722E-06  -0.180659E+00   0.130655E+00  -0.834051E-09   0.114722E-06  -0.834051E-09   0.752216E-10
  3474   0.448033E+01  -0.178941E+00   0.114703E-06  -0.178941E+00   0.130533E+00  -0.840277E-09   0.114703E-06  -0.840277E-09   0.751531E-10
  3475   0.446442E+01  -0.177247E+00   0.114684E-06  -0.177247E+00   0.130409E+00  -0.846348E-09   0.114684E-06  -0.846348E-09   0.750848E-10
  3476   0.444868E+01  -0.175609E+00   0.114664E-06  -0.175609E+00   0.130306E+00  -0.852264E-09   0.114664E-06  -0.852264E-09   0.750165E-10
  3477   0.443290E+01  -0.174000E+00   0.114645E-06  -0.174000E+00   0.130208E+00  -0.858025E-09   0.114645E-06  -0.858025E-09   0.749483E-10
  3478   0.441723E+01  -0.172435E+00   0.114624E-06  -0.172435E+00   0.130116E+00  -0.863632E-09   0.114624E-06  -0.863632E-09   0.748802E-10
  3479   0.440160E+01  -0.170902E+00   0.114604E-06  -0.170902E+00   0.130038E+00  -0.869084E-09   0.114604E-06  -0.869084E-09   0.748121E-10
  3480   0.438599E+01  -0.169417E+00   0.114583E-06  -0.169417E+00   0.129965E+00  -0.874383E-09   0.114583E-06  -0.874383E-09   0.747441E-10
  3481   0.437028E+01  -0.167966E+00   0.114562E-06  -0.167966E+00   0.129906E+00  -0.879528E-09   0.114562E-06  -0.879528E-09   0.746762E-10
  3482   0.435476E+01  -0.166552E+00   0.114540E-06  -0.166552E+00   0.129853E+00  -0.884519E-09   0.114540E-06  -0.884519E-09   0.746084E-10
  3483   0.433920E+01  -0.165175E+00   0.114518E-06  -0.165175E+00   0.129807E+00  -0.889358E-09   0.114518E-06  -0.889358E-09   0.745406E-10
  3484   0.432369E+01  -0.163838E+00   0.114496E-06  -0.163838E+00   0.129774E+00  -0.894043E-09   0.114496E-06  -0.894043E-09   0.744729E-10
  3485   0.430830E+01  -0.162541E+00   0.114474E-06  -0.162541E+00   0.129748E+00  -0.898576E-09   0.114474E-06  -0.898576E-09   0.744053E-10
  3486   0.429280E+01  -0.161295E+00   0.114451E-06  -0.161295E+00   0.129720E+00  -0.902957E-09   0.114451E-06  -0.902957E-09   0.743378E-10
  3487   0.427751E+01  -0.160078E+00   0.114427E-06  -0.160078E+00   0.129707E+00  -0.907185E-09   0.114427E-06  -0.907185E-09   0.742704E-10
  3488   0.426211E+01  -0.158906E+00   0.114404E-06  -0.158906E+00   0.129700E+00  -0.911261E-09   0.114404E-06  -0.911261E-09   0.742030E-10
  3489   0.424685E+01  -0.157768E+00   0.114379E-06  -0.157768E+00   0.129700E+00  -0.915186E-09   0.114379E-06  -0.915186E-09   0.741357E-10
  3490   0.423156E+01  -0.156670E+00   0.114355E-06  -0.156670E+00   0.129714E+00  -0.918959E-09   0.114355E-06  -0.918959E-09   0.740684E-10
  3491   0.421641E+01  -0.155623E+00   0.114330E-06  -0.155623E+00   0.129720E+00  -0.922581E-09   0.114330E-06  -0.922581E-09   0.740013E-10
  3492   0.420124E+01  -0.154621E+00   0.114305E-06  -0.154621E+00   0.129734E+00  -0.926053E-09   0.114305E-06  -0.926053E-09   0.739342E-10
  3493   0.418621E+01  -0.153643E+00   0.114279E-06  -0.153643E+00   0.129761E+00  -0.929373E-09   0.114279E-06  -0.929373E-09   0.738672E-10
  3494   0.417116E+01  -0.152720E+00   0.114253E-06  -0.152720E+00   0.129804E+00  -0.932543E-09   0.114253E-06  -0.932543E-09   0.738002E-10
  3495   0.415618E+01  -0.151832E+00   0.114226E-06  -0.151832E+00   0.129838E+00  -0.935563E-09   0.114226E-06  -0.935563E-09   0.737334E-10
  3496   0.414127E+01  -0.150987E+00   0.114199E-06  -0.150987E+00   0.129887E+00  -0.938434E-09   0.114199E-06  -0.938434E-09   0.736666E-10
  3497   0.412642E+01  -0.150188E+00   0.114172E-06  -0.150188E+00   0.129937E+00  -0.941154E-09   0.114172E-06  -0.941154E-09   0.735999E-10
  3498   0.411165E+01  -0.149428E+00   0.114144E-06  -0.149428E+00   0.129993E+00  -0.943725E-09   0.114144E-06  -0.943725E-09   0.735332E-10
  3499   0.409687E+01  -0.148716E+00   0.114116E-06  -0.148716E+00   0.130065E+00  -0.946147E-09   0.114116E-06  -0.946147E-09   0.734667E-10
  3500   0.408217E+01  -0.148040E+00   0.114087E-06  -0.148040E+00   0.130130E+00  -0.948420E-09   0.114087E-06  -0.948420E-09   0.734002E-10
  3501   0.406747E+01  -0.147407E+00   0.114057E-06  -0.147407E+00   0.130202E+00  -0.950545E-09   0.114057E-06  -0.950545E-09   0.733338E-10
  3502   0.405285E+01  -0.146827E+00   0.114028E-06  -0.146827E+00   0.130296E+00  -0.952521E-09   0.114028E-06  -0.952521E-09   0.732674E-10
  3503   0.403839E+01  -0.146285E+00   0.113997E-06  -0.146285E+00   0.130390E+00  -0.954351E-09   0.113997E-06  -0.954351E-09   0.732011E-10
  3504   0.402394E+01  -0.145781E+00   0.113967E-06  -0.145781E+00   0.130461E+00  -0.956034E-09   0.113967E-06  -0.956034E-09   0.731349E-10
  3505   0.400959E+01  -0.145315E+00   0.113936E-06  -0.145315E+00   0.130561E+00  -0.957571E-09   0.113936E-06  -0.957571E-09   0.730688E-10
  3506   0.399533E+01  -0.144890E+00   0.113904E-06  -0.144890E+00   0.130675E+00  -0.958964E-09   0.113904E-06  -0.958964E-09   0.730027E-10
  3507   0.398102E+01  -0.144512E+00   0.113872E-06  -0.144512E+00   0.130787E+00  -0.960212E-09   0.113872E-06  -0.960212E-09   0.729368E-10
  3508   0.396682E+01  -0.144167E+00   0.113839E-06  -0.144167E+00   0.130898E+00  -0.961317E-09   0.113839E-06  -0.961317E-09   0.728708E-10
  3509   0.395273E+01  -0.143856E+00   0.113806E-06  -0.143856E+00   0.131014E+00  -0.962279E-09   0.113806E-06  -0.962279E-09   0.728050E-10
  3510   0.393882E+01  -0.143587E+00   0.113772E-06  -0.143587E+00   0.131127E+00  -0.963099E-09   0.113772E-06  -0.963099E-09   0.727392E-10
  3511   0.392489E+01  -0.143352E+00   0.113738E-06  -0.143352E+00   0.131253E+00  -0.963778E-09   0.113738E-06  -0.963778E-09   0.726736E-10
  3512   0.391107E+01  -0.143146E+00   0.113703E-06  -0.143146E+00   0.131376E+00  -0.964316E-09   0.113703E-06  -0.964316E-09   0.726079E-10
  3513   0.389723E+01  -0.142983E+00   0.113668E-06  -0.142983E+00   0.131503E+00  -0.964715E-09   0.113668E-06  -0.964715E-09   0.725424E-10
  3514   0.388367E+01  -0.142849E+00   0.113632E-06  -0.142849E+00   0.131619E+00  -0.964974E-09   0.113632E-06  -0.964974E-09   0.724769E-10
  3515   0.387003E+01  -0.142737E+00   0.113596E-06  -0.142737E+00   0.131754E+00  -0.965095E-09   0.113596E-06  -0.965095E-09   0.724115E-10
  3516   0.385666E+01  -0.142678E+00   0.113559E-06  -0.142678E+00   0.131877E+00  -0.965079E-09   0.113559E-06  -0.965079E-09   0.723462E-10
  3517   0.384329E+01  -0.142642E+00   0.113522E-06  -0.142642E+00   0.131996E+00  -0.964926E-09   0.113522E-06  -0.964926E-09   0.722809E-10
  3518   0.382999E+01  -0.142631E+00   0.113484E-06  -0.142631E+00   0.132118E+00  -0.964637E-09   0.113484E-06  -0.964637E-09   0.722157E-10
  3519   0.381684E+01  -0.142658E+00   0.113445E-06  -0.142658E+00   0.132242E+00  -0.964213E-09   0.113445E-06  -0.964213E-09   0.721506E-10
  3520   0.380377E+01  -0.142711E+00   0.113407E-06  -0.142711E+00   0.132369E+00  -0.963654E-09   0.113407E-06  -0.963654E-09   0.720855E-10
  3521   0.379086E+01  -0.142804E+00   0.113367E-06  -0.142804E+00   0.132490E+00  -0.962961E-09   0.113367E-06  -0.962961E-09   0.720206E-10
  3522   0.377797E+01  -0.142908E+00   0.113327E-06  -0.142908E+00   0.132620E+00  -0.962135E-09   0.113327E-06  -0.962135E-09   0.719557E-10
  3523   0.376516E+01  -0.143047E+00   0.113286E-06  -0.143047E+00   0.132744E+00  -0.961176E-09   0.113286E-06  -0.961176E-09   0.718908E-10
  3524   0.375245E+01  -0.143220E+00   0.113245E-06  -0.143220E+00   0.132869E+00  -0.960087E-09   0.113245E-06  -0.960087E-09   0.718261E-10
  3525   0.373999E+01  -0.143414E+00   0.113203E-06  -0.143414E+00   0.132988E+00  -0.958866E-09   0.113203E-06  -0.958866E-09   0.717614E-10
  3526   0.372741E+01  -0.143636E+00   0.113161E-06  -0.143636E+00   0.133107E+00  -0.957515E-09   0.113161E-06  -0.957515E-09   0.716967E-10
  3527   0.371502E+01  -0.143887E+00   0.113118E-06  -0.143887E+00   0.133226E+00  -0.956034E-09   0.113118E-06  -0.956034E-09   0.716322E-10
  3528   0.370281E+01  -0.144160E+00   0.113075E-06  -0.144160E+00   0.133337E+00  -0.954425E-09   0.113075E-06  -0.954425E-09   0.715677E-10
  3529   0.369071E+01  -0.144456E+00   0.113030E-06  -0.144456E+00   0.133456E+00  -0.952688E-09   0.113030E-06  -0.952688E-09   0.715033E-10
  3530   0.367859E+01  -0.144775E+00   0.112986E-06  -0.144775E+00   0.133567E+00  -0.950824E-09   0.112986E-06  -0.950824E-09   0.714390E-10
  3531   0.366674E+01  -0.145125E+00   0.112941E-06  -0.145125E+00   0.133669E+00  -0.948834E-09   0.112941E-06  -0.948834E-09   0.713747E-10
  3532   0.365488E+01  -0.145492E+00   0.112895E-06  -0.145492E+00   0.133777E+00  -0.946717E-09   0.112895E-06  -0.946717E-09   0.713105E-10
  3533   0.364314E+01  -0.145884E+00   0.112848E-06  -0.145884E+00   0.133884E+00  -0.944476E-09   0.112848E-06  -0.944476E-09   0.712464E-10
  3534   0.363162E+01  -0.146301E+00   0.112801E-06  -0.146301E+00   0.133975E+00  -0.942111E-09   0.112801E-06  -0.942111E-09   0.711823E-10
  3535   0.362009E+01  -0.146737E+00   0.112753E-06  -0.146737E+00   0.134085E+00  -0.939622E-09   0.112753E-06  -0.939622E-09   0.711183E-10
  3536   0.360878E+01  -0.147184E+00   0.112705E-06  -0.147184E+00   0.134171E+00  -0.937010E-09   0.112705E-06  -0.937010E-09   0.710544E-10
  3537   0.359754E+01  -0.147666E+00   0.112656E-06  -0.147666E+00   0.134261E+00  -0.934276E-09   0.112656E-06  -0.934276E-09   0.709906E-10
  3538   0.358653E+01  -0.148169E+00   0.112607E-06  -0.148169E+00   0.134326E+00  -0.931421E-09   0.112607E-06  -0.931421E-09   0.709268E-10
