#    L    TT             EE             BB             TE             PP             TP             EP          
   230   0.419258E+04   0.125400E+01   0.711432E-04   0.330238E+02   0.485721E-07   0.893542E-04   0.746562E-07
   231   0.418261E+04   0.130120E+01   0.713629E-04   0.344058E+02   0.482550E-07   0.886071E-04   0.906381E-07
   232   0.417222E+04   0.135013E+01   0.715731E-04   0.357845E+02   0.479405E-07   0.878665E-04   0.106700E-06
   233   0.416135E+04   0.140101E+01   0.717727E-04   0.371583E+02   0.476286E-07   0.871324E-04   0.122832E-06
   234   0.414985E+04   0.145368E+01   0.719608E-04   0.385281E+02   0.473193E-07   0.864047E-04   0.139025E-06
   235   0.413794E+04   0.150821E+01   0.721364E-04   0.398923E+02   0.470124E-07   0.856831E-04   0.155268E-06
   236   0.412547E+04   0.156458E+01   0.722985E-04   0.412508E+02   0.467081E-07   0.849677E-04   0.171553E-06
   237   0.411253E+04   0.162286E+01   0.724460E-04   0.426022E+02   0.464062E-07   0.842583E-04   0.187870E-06
   238   0.409910E+04   0.168312E+01   0.725781E-04   0.439464E+02   0.461068E-07   0.835547E-04   0.204209E-06
   239   0.408528E+04   0.174520E+01   0.726936E-04   0.452827E+02   0.458098E-07   0.828569E-04   0.220560E-06
   240   0.407084E+04   0.180916E+01   0.727917E-04   0.466087E+02   0.455152E-07   0.821647E-04   0.236914E-06
   241   0.405608E+04   0.187515E+01   0.728712E-04   0.479253E+02   0.452230E-07   0.814781E-04   0.253261E-06
   242   0.404084E+04   0.194300E+01   0.729313E-04   0.492315E+02   0.449331E-07   0.807968E-04   0.269593E-06
   243   0.402515E+04   0.201286E+01   0.729709E-04   0.505260E+02   0.446456E-07   0.801208E-04   0.285898E-06
   244   0.400898E+04   0.208464E+01   0.729889E-04   0.518095E+02   0.443604E-07   0.794500E-04   0.302167E-06
   245   0.399236E+04   0.215841E+01   0.729846E-04   0.530789E+02   0.440774E-07   0.787842E-04   0.318391E-06
   246   0.397535E+04   0.223416E+01   0.729567E-04   0.543356E+02   0.437967E-07   0.781233E-04   0.334561E-06
   247   0.395796E+04   0.231181E+01   0.729044E-04   0.555775E+02   0.435182E-07   0.774673E-04   0.350666E-06
   248   0.394011E+04   0.239171E+01   0.728266E-04   0.568045E+02   0.432419E-07   0.768159E-04   0.366697E-06
   249   0.392196E+04   0.247334E+01   0.727223E-04   0.580158E+02   0.429678E-07   0.761691E-04   0.382645E-06
   250   0.390336E+04   0.255713E+01   0.725906E-04   0.592100E+02   0.426958E-07   0.755267E-04   0.398499E-06
   251   0.388445E+04   0.264279E+01   0.724307E-04   0.603877E+02   0.424260E-07   0.748887E-04   0.414252E-06
   252   0.386503E+04   0.273051E+01   0.722432E-04   0.615477E+02   0.421583E-07   0.742550E-04   0.429901E-06
   253   0.384545E+04   0.282005E+01   0.720290E-04   0.626886E+02   0.418927E-07   0.736255E-04   0.445447E-06
   254   0.382542E+04   0.291169E+01   0.717888E-04   0.638108E+02   0.416291E-07   0.730003E-04   0.460890E-06
   255   0.380502E+04   0.300512E+01   0.715235E-04   0.649143E+02   0.413677E-07   0.723794E-04   0.476228E-06
   256   0.378433E+04   0.310069E+01   0.712339E-04   0.659994E+02   0.411083E-07   0.717625E-04   0.491462E-06
   257   0.376333E+04   0.319794E+01   0.709210E-04   0.670581E+02   0.408509E-07   0.711499E-04   0.506591E-06
   258   0.374197E+04   0.329721E+01   0.705855E-04   0.681033E+02   0.405955E-07   0.705414E-04   0.521615E-06
   259   0.372030E+04   0.339835E+01   0.702282E-04   0.691204E+02   0.403421E-07   0.699369E-04   0.536534E-06
   260   0.369842E+04   0.350133E+01   0.698501E-04   0.701243E+02   0.400908E-07   0.693366E-04   0.551347E-06
   261   0.367616E+04   0.360606E+01   0.694519E-04   0.710930E+02   0.398414E-07   0.687402E-04   0.566054E-06
   262   0.365354E+04   0.371274E+01   0.690344E-04   0.720489E+02   0.395939E-07   0.681479E-04   0.580655E-06
   263   0.363092E+04   0.382115E+01   0.685986E-04   0.729850E+02   0.393484E-07   0.675596E-04   0.595150E-06
   264   0.360786E+04   0.393132E+01   0.681453E-04   0.738939E+02   0.391048E-07   0.669752E-04   0.609537E-06
   265   0.358442E+04   0.404317E+01   0.676753E-04   0.747684E+02   0.388631E-07   0.663947E-04   0.623817E-06
   266   0.356085E+04   0.415690E+01   0.671894E-04   0.756311E+02   0.386233E-07   0.658181E-04   0.637989E-06
   267   0.353690E+04   0.427213E+01   0.666886E-04   0.764597E+02   0.383854E-07   0.652454E-04   0.652054E-06
   268   0.351274E+04   0.438920E+01   0.661735E-04   0.772695E+02   0.381494E-07   0.646765E-04   0.666011E-06
   269   0.348821E+04   0.450780E+01   0.656451E-04   0.780532E+02   0.379151E-07   0.641114E-04   0.679859E-06
   270   0.346362E+04   0.462799E+01   0.651042E-04   0.788109E+02   0.376827E-07   0.635501E-04   0.693598E-06
   271   0.343873E+04   0.474968E+01   0.645517E-04   0.795430E+02   0.374522E-07   0.629925E-04   0.707228E-06
   272   0.341378E+04   0.487314E+01   0.639883E-04   0.802421E+02   0.372234E-07   0.624387E-04   0.720749E-06
   273   0.338854E+04   0.499776E+01   0.634150E-04   0.809233E+02   0.369964E-07   0.618885E-04   0.734160E-06
   274   0.336315E+04   0.512411E+01   0.628326E-04   0.815646E+02   0.367711E-07   0.613420E-04   0.747461E-06
   275   0.333755E+04   0.525166E+01   0.622418E-04   0.821884E+02   0.365477E-07   0.607991E-04   0.760652E-06
   276   0.331189E+04   0.538062E+01   0.616436E-04   0.827727E+02   0.363259E-07   0.602598E-04   0.773732E-06
   277   0.328594E+04   0.551096E+01   0.610388E-04   0.833400E+02   0.361059E-07   0.597241E-04   0.786701E-06
   278   0.325992E+04   0.564260E+01   0.604282E-04   0.838681E+02   0.358875E-07   0.591919E-04   0.799558E-06
   279   0.323377E+04   0.577543E+01   0.598127E-04   0.843648E+02   0.356709E-07   0.586632E-04   0.812304E-06
   280   0.320748E+04   0.590944E+01   0.591931E-04   0.848450E+02   0.354559E-07   0.581380E-04   0.824938E-06
   281   0.318120E+04   0.604469E+01   0.585702E-04   0.852868E+02   0.352426E-07   0.576163E-04   0.837460E-06
   282   0.315464E+04   0.618087E+01   0.579449E-04   0.856976E+02   0.350309E-07   0.570980E-04   0.849869E-06
   283   0.312808E+04   0.631817E+01   0.573181E-04   0.860779E+02   0.348208E-07   0.565830E-04   0.862166E-06
   284   0.310147E+04   0.645650E+01   0.566905E-04   0.864276E+02   0.346123E-07   0.560715E-04   0.874349E-06
   285   0.307479E+04   0.659585E+01   0.560630E-04   0.867471E+02   0.344055E-07   0.555633E-04   0.886419E-06
   286   0.304798E+04   0.673605E+01   0.554365E-04   0.870292E+02   0.342002E-07   0.550584E-04   0.898374E-06
   287   0.302112E+04   0.687708E+01   0.548118E-04   0.872888E+02   0.339964E-07   0.545567E-04   0.910216E-06
   288   0.299426E+04   0.701893E+01   0.541896E-04   0.875114E+02   0.337942E-07   0.540583E-04   0.921943E-06
   289   0.296735E+04   0.716149E+01   0.535710E-04   0.877046E+02   0.335935E-07   0.535632E-04   0.933555E-06
   290   0.294045E+04   0.730461E+01   0.529567E-04   0.878685E+02   0.333944E-07   0.530712E-04   0.945053E-06
   291   0.291357E+04   0.744900E+01   0.523475E-04   0.879886E+02   0.331967E-07   0.525824E-04   0.956435E-06
   292   0.288641E+04   0.759354E+01   0.517443E-04   0.880873E+02   0.330006E-07   0.520967E-04   0.967701E-06
   293   0.285956E+04   0.773783E+01   0.511479E-04   0.881426E+02   0.328058E-07   0.516141E-04   0.978851E-06
   294   0.283259E+04   0.788335E+01   0.505592E-04   0.881769E+02   0.326126E-07   0.511346E-04   0.989885E-06
   295   0.280585E+04   0.802858E+01   0.499790E-04   0.881681E+02   0.324208E-07   0.506581E-04   0.100080E-05
   296   0.277899E+04   0.817501E+01   0.494081E-04   0.881314E+02   0.322303E-07   0.501847E-04   0.101160E-05
   297   0.275221E+04   0.832037E+01   0.488475E-04   0.880670E+02   0.320413E-07   0.497142E-04   0.102228E-05
   298   0.272539E+04   0.846688E+01   0.482978E-04   0.879601E+02   0.318537E-07   0.492467E-04   0.103285E-05
   299   0.269873E+04   0.861378E+01   0.477601E-04   0.878184E+02   0.316675E-07   0.487822E-04   0.104330E-05
   300   0.267209E+04   0.875957E+01   0.472350E-04   0.876421E+02   0.314826E-07   0.483205E-04   0.105363E-05
   301   0.264555E+04   0.890571E+01   0.467233E-04   0.874389E+02   0.312990E-07   0.478617E-04   0.106384E-05
   302   0.261918E+04   0.905146E+01   0.462250E-04   0.872091E+02   0.311168E-07   0.474058E-04   0.107392E-05
   303   0.259290E+04   0.919758E+01   0.457400E-04   0.869380E+02   0.309359E-07   0.469528E-04   0.108389E-05
   304   0.256670E+04   0.934407E+01   0.452680E-04   0.866259E+02   0.307563E-07   0.465028E-04   0.109373E-05
   305   0.254066E+04   0.948944E+01   0.448090E-04   0.862880E+02   0.305780E-07   0.460557E-04   0.110343E-05
   306   0.251471E+04   0.963446E+01   0.443628E-04   0.859171E+02   0.304010E-07   0.456115E-04   0.111301E-05
   307   0.248891E+04   0.977911E+01   0.439292E-04   0.855061E+02   0.302253E-07   0.451704E-04   0.112245E-05
   308   0.246326E+04   0.992490E+01   0.435081E-04   0.850775E+02   0.300508E-07   0.447322E-04   0.113175E-05
   309   0.243783E+04   0.100688E+02   0.430994E-04   0.846018E+02   0.298776E-07   0.442971E-04   0.114090E-05
   310   0.241247E+04   0.102117E+02   0.427028E-04   0.841018E+02   0.297057E-07   0.438650E-04   0.114992E-05
   311   0.238733E+04   0.103557E+02   0.423182E-04   0.835626E+02   0.295350E-07   0.434360E-04   0.115879E-05
   312   0.236241E+04   0.104979E+02   0.419455E-04   0.829996E+02   0.293656E-07   0.430101E-04   0.116750E-05
   313   0.233762E+04   0.106398E+02   0.415845E-04   0.823981E+02   0.291973E-07   0.425873E-04   0.117607E-05
   314   0.231304E+04   0.107814E+02   0.412352E-04   0.817733E+02   0.290303E-07   0.421675E-04   0.118448E-05
   315   0.228866E+04   0.109211E+02   0.408972E-04   0.811105E+02   0.288645E-07   0.417510E-04   0.119273E-05
   316   0.226449E+04   0.110605E+02   0.405705E-04   0.804175E+02   0.286999E-07   0.413376E-04   0.120082E-05
   317   0.224052E+04   0.111982E+02   0.402549E-04   0.796946E+02   0.285365E-07   0.409273E-04   0.120874E-05
   318   0.221675E+04   0.113363E+02   0.399502E-04   0.789419E+02   0.283743E-07   0.405203E-04   0.121650E-05
   319   0.219325E+04   0.114726E+02   0.396564E-04   0.781599E+02   0.282132E-07   0.401165E-04   0.122408E-05
   320   0.217002E+04   0.116079E+02   0.393733E-04   0.773562E+02   0.280533E-07   0.397159E-04   0.123150E-05
   321   0.214697E+04   0.117429E+02   0.391006E-04   0.765163E+02   0.278945E-07   0.393186E-04   0.123874E-05
   322   0.212419E+04   0.118754E+02   0.388383E-04   0.756477E+02   0.277369E-07   0.389245E-04   0.124580E-05
   323   0.210166E+04   0.120068E+02   0.385862E-04   0.747509E+02   0.275804E-07   0.385338E-04   0.125268E-05
   324   0.207939E+04   0.121381E+02   0.383442E-04   0.738187E+02   0.274251E-07   0.381463E-04   0.125937E-05
   325   0.205745E+04   0.122653E+02   0.381120E-04   0.728735E+02   0.272708E-07   0.377622E-04   0.126588E-05
   326   0.203568E+04   0.123930E+02   0.378896E-04   0.718861E+02   0.271176E-07   0.373814E-04   0.127220E-05
   327   0.201424E+04   0.125190E+02   0.376768E-04   0.708789E+02   0.269656E-07   0.370040E-04   0.127832E-05
   328   0.199311E+04   0.126425E+02   0.374734E-04   0.698522E+02   0.268146E-07   0.366300E-04   0.128425E-05
   329   0.197223E+04   0.127650E+02   0.372793E-04   0.687915E+02   0.266647E-07   0.362594E-04   0.128998E-05
   330   0.195166E+04   0.128851E+02   0.370944E-04   0.677044E+02   0.265159E-07   0.358923E-04   0.129551E-05
   331   0.193147E+04   0.130034E+02   0.369185E-04   0.665986E+02   0.263681E-07   0.355286E-04   0.130084E-05
   332   0.191152E+04   0.131208E+02   0.367513E-04   0.654745E+02   0.262213E-07   0.351683E-04   0.130596E-05
   333   0.189188E+04   0.132357E+02   0.365929E-04   0.643249E+02   0.260756E-07   0.348115E-04   0.131087E-05
   334   0.187261E+04   0.133490E+02   0.364430E-04   0.631500E+02   0.259310E-07   0.344583E-04   0.131556E-05
   335   0.185357E+04   0.134590E+02   0.363015E-04   0.619502E+02   0.257873E-07   0.341085E-04   0.132004E-05
   336   0.183490E+04   0.135674E+02   0.361681E-04   0.607331E+02   0.256447E-07   0.337623E-04   0.132430E-05
   337   0.181660E+04   0.136741E+02   0.360429E-04   0.594841E+02   0.255030E-07   0.334197E-04   0.132834E-05
   338   0.179859E+04   0.137776E+02   0.359256E-04   0.582259E+02   0.253623E-07   0.330806E-04   0.133216E-05
   339   0.178102E+04   0.138802E+02   0.358161E-04   0.569438E+02   0.252227E-07   0.327452E-04   0.133575E-05
   340   0.176373E+04   0.139796E+02   0.357141E-04   0.556530E+02   0.250839E-07   0.324134E-04   0.133911E-05
   341   0.174673E+04   0.140759E+02   0.356197E-04   0.543314E+02   0.249462E-07   0.320852E-04   0.134224E-05
   342   0.173016E+04   0.141713E+02   0.355325E-04   0.529942E+02   0.248094E-07   0.317606E-04   0.134513E-05
   343   0.171394E+04   0.142628E+02   0.354526E-04   0.516417E+02   0.246735E-07   0.314398E-04   0.134778E-05
   344   0.169815E+04   0.143519E+02   0.353796E-04   0.502741E+02   0.245386E-07   0.311226E-04   0.135019E-05
   345   0.168262E+04   0.144378E+02   0.353135E-04   0.488918E+02   0.244046E-07   0.308092E-04   0.135236E-05
   346   0.166752E+04   0.145222E+02   0.352540E-04   0.475024E+02   0.242715E-07   0.304995E-04   0.135428E-05
   347   0.165276E+04   0.146027E+02   0.352012E-04   0.460914E+02   0.241393E-07   0.301935E-04   0.135595E-05
   348   0.163841E+04   0.146800E+02   0.351547E-04   0.446663E+02   0.240080E-07   0.298914E-04   0.135737E-05
   349   0.162440E+04   0.147551E+02   0.351145E-04   0.432277E+02   0.238776E-07   0.295930E-04   0.135853E-05
   350   0.161079E+04   0.148262E+02   0.350804E-04   0.417830E+02   0.237481E-07   0.292984E-04   0.135943E-05
   351   0.159774E+04   0.148951E+02   0.350522E-04   0.403252E+02   0.236195E-07   0.290077E-04   0.136008E-05
   352   0.158487E+04   0.149608E+02   0.350297E-04   0.388543E+02   0.234917E-07   0.287206E-04   0.136047E-05
   353   0.157247E+04   0.150229E+02   0.350125E-04   0.373850E+02   0.233647E-07   0.284372E-04   0.136063E-05
   354   0.156039E+04   0.150819E+02   0.350004E-04   0.358950E+02   0.232386E-07   0.281572E-04   0.136055E-05
   355   0.154877E+04   0.151381E+02   0.349931E-04   0.343992E+02   0.231134E-07   0.278805E-04   0.136025E-05
   356   0.153754E+04   0.151914E+02   0.349903E-04   0.329049E+02   0.229890E-07   0.276071E-04   0.135974E-05
   357   0.152669E+04   0.152411E+02   0.349917E-04   0.313972E+02   0.228654E-07   0.273368E-04   0.135903E-05
   358   0.151629E+04   0.152866E+02   0.349970E-04   0.298910E+02   0.227426E-07   0.270694E-04   0.135813E-05
   359   0.150619E+04   0.153293E+02   0.350060E-04   0.283714E+02   0.226207E-07   0.268050E-04   0.135706E-05
   360   0.149654E+04   0.153693E+02   0.350183E-04   0.268494E+02   0.224996E-07   0.265432E-04   0.135581E-05
   361   0.148725E+04   0.154059E+02   0.350337E-04   0.253205E+02   0.223793E-07   0.262841E-04   0.135440E-05
   362   0.147840E+04   0.154392E+02   0.350518E-04   0.237878E+02   0.222598E-07   0.260275E-04   0.135284E-05
   363   0.146991E+04   0.154700E+02   0.350724E-04   0.222533E+02   0.221411E-07   0.257732E-04   0.135115E-05
   364   0.146184E+04   0.154960E+02   0.350953E-04   0.207134E+02   0.220232E-07   0.255213E-04   0.134932E-05
   365   0.145413E+04   0.155195E+02   0.351200E-04   0.191739E+02   0.219060E-07   0.252714E-04   0.134738E-05
   366   0.144684E+04   0.155399E+02   0.351463E-04   0.176318E+02   0.217897E-07   0.250236E-04   0.134533E-05
   367   0.143996E+04   0.155556E+02   0.351739E-04   0.160893E+02   0.216741E-07   0.247776E-04   0.134318E-05
   368   0.143335E+04   0.155691E+02   0.352026E-04   0.145478E+02   0.215593E-07   0.245334E-04   0.134094E-05
   369   0.142730E+04   0.155794E+02   0.352320E-04   0.130051E+02   0.214453E-07   0.242909E-04   0.133862E-05
   370   0.142158E+04   0.155861E+02   0.352619E-04   0.114663E+02   0.213320E-07   0.240499E-04   0.133624E-05
   371   0.141619E+04   0.155891E+02   0.352919E-04   0.992776E+01   0.212195E-07   0.238103E-04   0.133380E-05
   372   0.141120E+04   0.155892E+02   0.353219E-04   0.839377E+01   0.211077E-07   0.235720E-04   0.133131E-05
   373   0.140660E+04   0.155857E+02   0.353514E-04   0.686137E+01   0.209967E-07   0.233348E-04   0.132878E-05
   374   0.140239E+04   0.155794E+02   0.353802E-04   0.533422E+01   0.208864E-07   0.230987E-04   0.132623E-05
   375   0.139849E+04   0.155695E+02   0.354081E-04   0.381228E+01   0.207769E-07   0.228635E-04   0.132366E-05
   376   0.139505E+04   0.155570E+02   0.354346E-04   0.229552E+01   0.206680E-07   0.226291E-04   0.132108E-05
   377   0.139199E+04   0.155403E+02   0.354596E-04   0.786859E+00   0.205599E-07   0.223954E-04   0.131851E-05
   378   0.138923E+04   0.155202E+02   0.354827E-04  -0.716709E+00   0.204525E-07   0.221622E-04   0.131595E-05
   379   0.138684E+04   0.154976E+02   0.355037E-04  -0.221077E+01   0.203458E-07   0.219295E-04   0.131341E-05
   380   0.138489E+04   0.154724E+02   0.355223E-04  -0.369759E+01   0.202398E-07   0.216971E-04   0.131091E-05
   381   0.138322E+04   0.154410E+02   0.355382E-04  -0.517425E+01   0.201345E-07   0.214649E-04   0.130845E-05
   382   0.138185E+04   0.154086E+02   0.355510E-04  -0.664003E+01   0.200299E-07   0.212327E-04   0.130605E-05
   383   0.138090E+04   0.153724E+02   0.355605E-04  -0.809648E+01   0.199260E-07   0.210005E-04   0.130371E-05
   384   0.138038E+04   0.153323E+02   0.355665E-04  -0.953990E+01   0.198228E-07   0.207682E-04   0.130145E-05
   385   0.138006E+04   0.152906E+02   0.355686E-04  -0.109718E+02   0.197202E-07   0.205355E-04   0.129927E-05
   386   0.138016E+04   0.152452E+02   0.355665E-04  -0.123901E+02   0.196183E-07   0.203025E-04   0.129718E-05
   387   0.138052E+04   0.151961E+02   0.355600E-04  -0.137947E+02   0.195171E-07   0.200689E-04   0.129520E-05
   388   0.138122E+04   0.151440E+02   0.355487E-04  -0.151843E+02   0.194165E-07   0.198346E-04   0.129334E-05
   389   0.138225E+04   0.150869E+02   0.355324E-04  -0.165588E+02   0.193166E-07   0.195996E-04   0.129160E-05
   390   0.138361E+04   0.150298E+02   0.355108E-04  -0.179160E+02   0.192173E-07   0.193636E-04   0.128999E-05
   391   0.138529E+04   0.149685E+02   0.354835E-04  -0.192576E+02   0.191186E-07   0.191267E-04   0.128854E-05
   392   0.138722E+04   0.149060E+02   0.354504E-04  -0.205805E+02   0.190206E-07   0.188886E-04   0.128723E-05
   393   0.138954E+04   0.148393E+02   0.354111E-04  -0.218856E+02   0.189232E-07   0.186493E-04   0.128610E-05
   394   0.139210E+04   0.147699E+02   0.353653E-04  -0.231707E+02   0.188265E-07   0.184085E-04   0.128514E-05
   395   0.139489E+04   0.146971E+02   0.353127E-04  -0.244372E+02   0.187304E-07   0.181663E-04   0.128437E-05
   396   0.139806E+04   0.146218E+02   0.352531E-04  -0.256817E+02   0.186348E-07   0.179224E-04   0.128379E-05
   397   0.140139E+04   0.145440E+02   0.351862E-04  -0.269056E+02   0.185399E-07   0.176768E-04   0.128342E-05
   398   0.140508E+04   0.144629E+02   0.351116E-04  -0.281075E+02   0.184456E-07   0.174294E-04   0.128327E-05
   399   0.140900E+04   0.143794E+02   0.350291E-04  -0.292866E+02   0.183519E-07   0.171799E-04   0.128334E-05
   400   0.141313E+04   0.142936E+02   0.349384E-04  -0.304421E+02   0.182588E-07   0.169284E-04   0.128366E-05
   401   0.141755E+04   0.142046E+02   0.348393E-04  -0.315735E+02   0.181662E-07   0.166746E-04   0.128421E-05
   402   0.142225E+04   0.141126E+02   0.347320E-04  -0.326803E+02   0.180742E-07   0.164188E-04   0.128499E-05
   403   0.142716E+04   0.140191E+02   0.346167E-04  -0.337622E+02   0.179828E-07   0.161611E-04   0.128599E-05
